house_type;house_zip_code;house_rooms;house_square_meters;house_year;house_taxes;house_energy;house_ground_area;house_price
Villa;4440;4;115;124;1561;D;709;950000;
Villa;5700;9;273;194;2306;D;11319;2795000;
Villa;4840;8;256;121;2903;C;1269;1495000;
Villa;9690;5;160;48;1228;E;840;945000;
Villa;5462;3;82;64;2047;E;1100;1595000;
Villa;4780;4;112;6;2231;A10;260;2795000;
Villa;8600;6;178;54;2771;C;808;2695000;
Villa;9560;4;120;70;1946;F;820;995000;
Villa;8960;4;110;41;1871;E;305;1495000;
Villa;9640;3;90;68;1025;F;1119;245000;
Villa;7323;5;153;53;2125;D;800;1595000;
Villa;8981;4;133;50;2101;E;928;1495000;
Villa;5210;6;153;52;2101;D;713;2895000;
Villa;4943;4;153;52;1320;E;980;395000;
Villa;4660;3;87;245;1789;F;382;995000;
Villa;8355;5;152;61;2365;D;1028;2749000;
Villa;8660;4;139;46;2593;C;806;2898000;
Villa;8620;4;125;118;1517;E;189;995000;
Villa;5953;4;106;54;1274;D;767;490000;
Villa;4700;6;173;120;1743;E;1651;1575000;
Villa;7323;5;156;43;2011;D;990;1645000;
Villa;7330;4;174;51;2695;B;14622;2885000;
Villa;7160;4;134;78;1454;D;850;1095000;
Villa;9310;7;206;41;2738;D;841;2995000;
Villa;7770;3;110;121;1046;E;2869;495000;
Villa;9830;5;135;43;1376;D;1142;1145000;
Villa;5600;8;190;310;2532;E;1472;1595000;
Villa;8930;4;117;10;1633;B;368;1645000;
Villa;8700;6;173;34;2959;C;1000;2895000;
Villa;5260;4;113;74;2030;D;637;2995000;
Villa;9670;4;133;101;1013;D;501;495000;
Villa;5600;3;113;85;1726;E;1361;995000;
Villa;2640;5;170;124;3091;F;808;2995000;
Villa;9240;5;111;194;1495;C;149;1645000;
Villa;7755;5;119;53;1031;E;733;595000;
Villa;4261;7;197;95;2529;F;9884;1595000;
Villa;7620;7;238;54;1881;C;1305;2995000;
Villa;8450;4;103;91;1545;F;740;1195000;
Villa;9670;6;214;47;1788;E;1198;1195000;
Villa;8600;5;147;79;2940;C;1783;3195000;
Villa;4270;3;136;37;2749;C;2114;1625000;
Villa;9670;6;158;111;1409;D;940;650000;
Villa;6230;5;147;49;1351;F;863;1195000;
Villa;7000;8;174;193;2012;D;1841;1650000;
Villa;4591;4;129;16;1959;B;1264;1650000;
Villa;6270;5;103;65;1371;E;800;1045000;
Villa;9550;3;92;116;1209;D;931;675000;
Villa;8381;8;241;115;2849;C;441;3245000;
Villa;2640;3;93;66;2901;F;730;3225000;
Villa;7700;6;157;52;1949;E;911;1085000;
Villa;9230;4;89;57;1824;D;770;1695000;
Villa;7080;4;83;10;1979;A10;805;1650000;
Villa;6100;6;205;20;3402;C;1371;3350000;
Villa;6440;6;164;88;1018;F;1080;1195000;
Villa;8632;5;144;52;2022;C;800;1695000;
Villa;9700;5;140;45;2203;C;1000;1695000;
Villa;6240;5;153;53;1498;E;770;1095000;
Villa;9330;6;200;86;1154;F;836;745000;
Villa;9310;5;169;1;1427;A15;702;3298000;
Villa;5270;4;164;16;2698;D;1014;3395000;
Villa;7490;6;132;105;1316;D;395;1245000;
Villa;8920;5;136;47;2657;C;825;1695000;
Villa;7361;3;129;82;1661;C;850;1095000;
Villa;9480;4;188;12;3549;B;250;3445000;
Rækkehus;6862;6;154;41;1012;C;1753;1248000;
Villa;5792;6;159;71;1858;D;1140;1695000;
Ejerlejlighed;2200;4;78;112;3262;D;486;3495000;
Villa;7800;5;167;46;1978;D;900;1695000;
Villa;8740;5;138;57;1390;D;3000;1145000;
Villa;6000;5;167;13;3245;C;800;3495000;
Villa;8620;5;152;49;1401;D;1299;1265000;
Ejerlejlighed;8230;2;44;14;1698;C;927;1698000;
Villa;9330;6;182;90;1219;A10;1090;775000;
Villa;8740;4;121;129;1683;F;9664;1750000;
Villa;3480;5;122;48;3887;E;898;3650000;
Villa;4400;3;106;93;2515;D;699;1295000;
Villa;8920;5;141;57;2159;D;720;1795000;
Villa;9200;5;170;5;3695;A10;1094;3750000;
Villa;8870;8;295;20;3976;C;1247;3495000;
Villa;7000;6;178;144;2160;C;658;1698000;
Villa;9280;6;214;151;1901;C;953;1195000;
Villa;5953;5;158;47;1446;D;869;795000;
Villa;9320;5;210;51;2555;D;1490;1745000;
Villa;5700;4;181;58;4086;C;954;3775000;
Villa;9800;5;155;121;1727;D;933;1295000;
Villa;7000;4;113;54;1825;D;718;1845000;
Villa;5471;4;128;151;1289;D;482;795000;
Villa;4440;5;138;40;1896;E;765;1495000;
Villa;5700;5;234;132;2044;D;6056;3750000;
Villa;8740;6;194;90;1606;D;791;1895000;
Villa;9370;7;198;87;1684;D;767;798000;
Villa;2680;5;172;41;3834;C;910;3795000;
Villa;8300;6;151;151;2695;D;16549;1795000;
Ejerlejlighed;5230;3;81;83;1487;E;454;1895000;
Villa;6683;8;154;69;1731;C;1436;798000;
Villa;4160;3;118;18;2019;C;964;1795000;
Villa;2610;4;106;51;3525;C;597;4195000;
Villa;8600;5;172;1;3243;A20;1000;3998000;
Ejerlejlighed;7100;4;87;64;3065;C;2529;825000;
Villa;9440;6;282;119;1937;D;4017;1795000;
Villa;4622;6;198;55;3379;D;801;4195000;
Rækkehus;3500;3;101;16;3793;C;232;4250000;
Villa;5485;6;139;88;1818;E;970;1495000;
Villa;4050;4;188;74;2737;C;2619;4495000;
Villa;7100;4;109;57;2469;D;945;1795000;
Villa;6731;2;68;62;1827;C;999;1498000;
Villa;9000;6;137;69;4952;D;673;4345000;
Villa;4400;5;145;101;2045;D;690;1795000;
Villa;8900;5;140;107;1891;D;437;1795000;
Villa;8600;6;204;54;2949;C;780;4395000;
Villa;4700;4;130;99;2145;D;639;1550000;
Villa;5750;6;145;71;1426;C;1583;1885000;
Villa;9900;4;108;75;1750;C;492;1595000;
Villa;9240;7;229;15;3038;B;900;4495000;
Villa;8680;3;194;5;2646;A10;7000;4698000;
Ejerlejlighed;2600;2;72;51;3433;D;2705;1895000;
Villa;9310;4;121;50;1730;D;743;1675000;
Villa;8230;5;132;61;3492;C;787;4850000;
Villa;5750;5;160;49;1995;D;823;1995000;
Villa;5700;5;155;60;1955;F;727;1845000;
Villa;2660;4;177;121;4023;C;854;4995000;
Villa;8800;4;98;23;1973;C;608;1995000;
Villa;9320;7;188;49;2385;D;1000;1895000;
Villa;9320;6;187;49;2336;D;1900;1695000;
Villa;6000;3;115;74;2260;E;539;1995000;
Villa;2840;4;139;70;4178;D;792;5495000;
Villa;7323;5;147;4;1853;A10;1027;1895000;
Villa;4550;5;182;44;1989;E;1364;1695000;
Villa;6000;6;201;51;3232;C;693;4495000;
Villa;6990;10;265;144;2409;D;2243;1695000;
Villa;8620;7;205;61;2260;A10;855;1895000;
Villa;5900;9;280;111;2132;C;936;1995000;
Villa;8250;5;141;4;2924;B;958;5085000;
Villa;4700;6;177;64;3004;D;10812;1995000;
Ejerlejlighed;2100;1;46;49;1531;C;5050;1995000;
Villa;5450;6;180;319;1508;E;5231;1695000;
Villa;6000;6;158;70;2665;C;650;1995000;
Villa;2700;4;94;95;6193;D;451;5495000;
Villa;9260;5;169;57;2387;C;701;4495000;
Villa;7000;5;153;13;2451;B;1320;2095000;
Villa;5462;6;204;43;2624;D;800;1995000;
Villa;2840;8;232;50;8712;E;1210;7995000;
Villa;8680;3;84;77;2129;D;909;2100000;
Villa;8300;5;124;131;1991;E;540;1725000;
Villa;5610;5;157;57;2231;F;762;2195000;
Villa;2500;7;226;99;6288;B;754;7998000;
Villa;2630;6;201;49;4148;C;878;4595000;
Villa;3300;3;99;214;2461;F;742;1790000;
Villa;2610;5;175;63;5389;D;817;4895000;
Villa;7790;9;279;47;1688;D;4522;2200000;
Villa;2500;6;121;5;3701;A10;674;7998000;
Ejerlejlighed;1304;3;69;64;3325;C;2818;4895000;
Villa;9330;4;135;1;1302;A15;1130;2225000;
Ejerlejlighed;2100;3;92;78;4475;C;2440;4995000;
Rækkehus;4100;3;85;4;2198;A10;166;2245000;
Villa;9510;5;164;121;2058;E;7136;995000;
Villa;3080;6;188;241;3757;D;705;5795000;
Villa;8800;5;149;45;2161;D;747;2295000;
Villa;7470;4;101;65;1236;D;810;995000;
Villa;9200;5;126;35;2736;C;757;2345000;
Villa;2610;5;162;90;4312;C;638;5798000;
Villalejlighed;2900;5;118;105;3804;D;433;6000000;
Villa;2800;5;160;73;5213;D;1168;6295000;
Villa;2680;5;134;46;4268;C;800;6500000;
Villa;5450;5;200;11;2261;B;1228;2395000;
Villa;4200;4;145;21;2603;C;1006;2475000;
Villa;4300;6;124;144;1951;E;155;2495000;
Villa;7490;0;140;0;2433;A15;794;2580000;
Villalejlighed;2920;7;249;124;6305;E;1025;11000000;
Villa;4200;4;130;77;2267;C;508;2595000;
Villa;2930;5;178;62;8917;G;1229;11995000;
Villa;9700;3;132;74;1957;D;763;995000;
Villa;8983;3;89;121;932;D;439;525000;
Villa;9330;3;190;40;1891;C;966;1045000;
Villa;3000;3;88;72;3717;E;1008;2675000;
Villa;9330;7;151;74;1731;E;1663;535000;
Ejerlejlighed;2630;1;36;48;1870;C;9849;1060000;
Villa;3140;4;94;221;2361;G;275;2795000;
Villa;9320;4;120;59;1240;C;471;1095000;
Villa;7900;5;143;151;1059;D;1513;1095000;
Villa;4700;3;105;101;2232;F;478;1195000;
Villa;9340;4;122;121;1291;C;299;548000;
Villa;5270;4;176;57;2405;C;739;2895000;
Villa;9330;4;131;106;1389;D;404;648000;
Villa;9620;3;129;49;1615;E;816;1195000;
Villa;7000;7;205;39;2803;A10;906;2900000;
Villa;9320;6;151;74;1657;E;800;695000;
Villa;5450;4;104;151;2559;F;1500;1195000;
Ejerlejlighed;2100;3;70;118;2340;D;323;2995000;
Villa;8600;6;160;43;3234;D;1015;3195000;
Villa;8620;4;144;49;1723;D;842;1195000;
Villa;7620;4;162;82;1272;F;3531;795000;
Villa;3400;3;74;85;3345;D;607;3275000;
Villa;6851;4;99;43;1456;C;421;1198000;
Villa;9700;3;103;124;1260;G;3799;795000;
Villa;7100;6;168;91;3575;D;737;3495000;
Villa;6705;3;105;57;1997;F;1637;1248000;
Villa;9300;5;157;121;1185;G;480;795000;
Villa;5466;6;202;154;2128;F;515;1250000;
Villa;4160;5;152;94;3561;E;1872;1295000;
Villa;9293;4;134;65;1550;E;1035;795000;
Villa;9200;6;156;44;3023;C;1017;3498000;
Villa;7540;4;140;44;1803;D;29109;1345000;
Villa;6360;4;137;67;1424;D;1036;798000;
Villa;4700;6;265;23;4156;C;839;3595000;
Villa;9620;6;195;86;1367;B;5768;845000;
Rækkehus;9230;4;150;1;3288;A15;230;2775000;
Villa;7100;3;94;71;2509;F;1098;1445000;
Villa;9330;5;160;2;1364;A15;1130;2495000;
Villa;4200;5;201;12;3027;A10;1256;3598000;
Villa;9700;2;102;131;1388;D;734;850000;
Rækkehus;9230;4;150;1;3288;A15;197;2775000;
Villa;5464;4;156;151;1730;E;2689;1450000;
Villa;9330;4;135;87;2095;D;15000;2495000;
Rækkehus;9230;4;150;1;3288;A15;185;2775000;
Villa;8370;4;126;118;2177;E;661;1325000;
Villa;9370;3;104;70;1921;C;2393;865000;
Rækkehus;2980;4;126;14;3146;A10;160;3600000;
Villa;8500;4;130;120;1515;D;383;1450000;
Villa;9340;6;300;61;2738;C;33060;2499000;
Villa;8800;3;97;65;1575;E;782;1395000;
Rækkehus;9230;4;150;1;3288;A15;208;2775000;
Villa;6000;4;135;121;1936;D;399;1495000;
Villa;8800;5;144;50;2316;C;760;2895000;
Villa;9320;7;222;121;2082;E;4471;2595000;
Villa;7080;7;242;121;5950;D;2853;3695000;
Villa;6792;6;140;52;1300;G;792;925000;
Villa;5683;9;278;28;2156;D;3308;2995000;
Villa;8620;4;172;101;2202;E;30712;3695000;
Villa;6580;5;157;42;2388;C;2500;1595000;
Villa;9500;5;139;40;2000;C;1430;1645000;
Villa;7500;5;177;50;2046;D;851;2695000;
Villa;4600;5;158;57;2938;D;804;3795000;
Villa;9330;6;156;51;1765;C;961;1695000;
Villa;6710;6;165;48;2552;D;772;2698000;
Villa;6622;4;152;121;1244;C;571;945000;
Villa;9370;7;226;83;5058;E;1995;3900000;
Villa;4300;4;183;12;3124;C;939;3795000;
Villa;8355;5;139;54;2331;D;860;2995000;
Rækkehus;4100;4;114;13;2403;A10;118;2295000;
Villa;9340;4;150;85;1659;C;3592;1695000;
Villa;4600;5;178;54;3169;B;700;4295000;
Villa;7400;6;196;141;2147;B;19999;2395000;
Villa;4700;4;114;48;2172;D;809;1845000;
Villa;4736;5;175;15;2852;C;788;4450000;
Villa;4230;6;188;48;3558;C;1319;3800000;
Villa;2900;7;209;83;6024;D;873;11795000;
Villa;5591;7;368;45;2522;E;2855;3150000;
Villa;7673;4;120;58;1088;E;680;595000;
Villa;4300;6;148;16;3116;C;758;3895000;
Villa;8723;5;130;53;2108;B;1058;1945000;
Villa;9620;2;100;73;1463;D;700;595000;
Villa;9460;5;153;46;1570;C;948;845000;
Ejerlejlighed;8930;2;56;82;1450;D;1331;395000;
Villa;3600;7;221;127;3692;D;1950;3495000;
Villa;8220;6;157;14;3264;B;750;4398000;
Villalejlighed;7430;1;56;81;983;E;502;885000;
Villa;9900;2;128;60;1441;E;800;850000;
Villa;4700;3;122;66;2639;D;709;1950000;
Villa;6430;3;90;63;1323;E;725;795000;
Villa;8800;6;183;34;3057;C;1095;3495000;
Villa;8963;4;153;42;1530;E;904;995000;
Villa;4960;3;87;67;949;E;776;439000;
Villa;5672;4;138;51;1466;G;1299;850000;
Villa;7323;3;88;144;1714;E;473;895000;
Villa;4930;1;80;251;1490;D;179;450000;
Villa;8600;5;173;100;3104;C;595;4698000;
Villa;6630;4;152;57;1221;D;696;995000;
Villa;5400;3;123;111;1503;C;900;895000;
Villa;7800;4;118;102;1591;D;508;995000;
Villa;4160;5;208;43;2635;C;675;1995000;
Villa;8220;9;206;59;3286;C;1350;4750000;
Villa;9240;4;176;110;1584;D;1927;998000;
Villa;9460;5;123;74;1281;C;448;1050000;
Villa;4200;5;110;89;2152;D;401;1995000;
Rækkehus;4000;5;144;18;3300;B;204;5095000;
Villa;4800;3;83;121;1456;D;236;1050000;
Villa;6070;6;148;121;539;D;995;485000;
Villa;4700;6;208;11;2797;B;1043;3595000;
Villa;5450;5;190;86;1506;D;690;1170000;
Villa;5800;5;117;90;2134;F;788;999000;
Villa;8860;3;112;47;1644;G;987;1095000;
Villa;4990;5;134;114;1332;E;791;495000;
Villa;7140;4;130;48;1463;D;700;1195000;
Villa;8361;7;335;91;4413;B;1010;5195000;
Villa;6092;5;214;74;2565;C;1161;1995000;
Villalejlighed;2970;3;130;59;3262;E;29471;3595000;
Villa;7860;8;260;84;1594;E;973;1095000;
Villa;4684;6;162;193;2169;D;2371;1195000;
Villa;4791;4;150;101;2350;D;3242;1195000;
Villa;9670;4;128;104;1368;D;748;595000;
Villa;4660;7;189;176;1953;C;369;1995000;
Villa;7400;6;186;80;2944;D;439;5220000;
Villa;8961;5;140;37;1396;D;875;598000;
Ejerlejlighed;2740;3;117;15;3734;B;4241;3595000;
Villa;4850;6;227;40;3467;C;913;5500000;
Villa;4470;3;163;45;1761;C;297;1195000;
Villa;7870;6;162;146;1257;E;2416;610000;
Villa;8783;5;153;13;2084;B;887;2045000;
Ejerlejlighed;8940;3;99;124;1908;D;266;1095000;
Rækkehus;8850;4;118;0;2508;A20;351;1925000;
Villa;8970;5;180;164;1142;C;2392;1195000;
Villa;8840;4;110;50;1722;D;1064;1250000;
Villa;8961;8;263;23;2269;B;13185;2150000;
Villa;6000;7;221;45;4082;F;1556;7295000;
Villa;2690;5;133;57;3226;C;754;3650000;
Villa;8700;4;150;53;2208;D;878;1995000;
Villa;4300;2;107;107;1815;D;1827;1295000;
Villa;4230;3;93;139;1087;F;690;645000;
Rækkehus;2860;4;93;71;3043;E;307;3750000;
Villa;8500;5;172;43;1639;C;1037;1145000;
Villa;7000;4;123;36;2733;C;1048;1995000;
Villa;2720;6;194;81;6326;C;691;7595000;
Villa;7000;4;91;58;1756;G;819;1295000;
Villa;9640;3;99;79;1460;E;1814;645000;
Villa;8840;4;141;50;1914;F;868;1150000;
Villa;7100;7;186;50;2262;C;813;1995000;
Villa;6100;5;166;53;2540;D;935;2195000;
Villa;7620;2;83;66;1604;C;842;1345000;
Villa;2960;6;230;118;9017;C;1360;11500000;
Villa;9490;4;164;52;1819;D;1405;1195000;
Villa;8800;4;106;49;1742;E;1008;1295000;
Villa;7400;5;166;58;2028;C;715;1995000;
Villa;7600;6;135;110;1489;D;143;645000;
Villa;8210;7;192;43;3387;C;810;3925000;
Villa;7500;5;179;50;2061;C;806;2200000;
Villa;8620;3;145;131;1444;B;1842;1350000;
Rækkehus;5260;5;167;54;2032;D;705;1995000;
Villa;8981;5;133;51;1966;D;894;1245000;
Villa;9370;5;133;120;2000;D;771;1345000;
Villa;2900;11;289;104;12614;D;1135;34000000;
Villa;5400;3;90;56;1076;C;1014;649000;
Villa;2635;7;175;50;3978;C;709;3995000;
Villa;5580;6;150;95;1714;G;1084;1495000;
Villa;5500;4;120;117;1742;E;416;1350000;
Villa;6640;3;87;59;1745;D;1007;675000;
Villa;9210;6;199;35;3658;C;765;4195000;
Villa;8950;6;151;42;1874;C;1020;1295000;
Villa;7700;5;167;105;1586;C;433;1495000;
Villa;5854;5;122;107;1269;G;2569;495000;
Rækkehus;4000;5;136;3;4183;A15;122;4500000;
Villa;6700;3;89;72;1758;D;553;1398000;
Villa;5210;4;95;56;1843;D;508;1995000;
Villa;5672;2;124;169;1543;F;902;535000;
Villa;6100;5;202;22;5277;A10;15987;4995000;
Rækkehus;5210;4;172;54;2367;D;619;2245000;
Villa;4760;6;155;53;2283;C;762;1495000;
Villa;9800;4;95;71;1110;E;450;695000;
Villa;7600;7;273;113;2335;D;1008;1995000;
Villa;6200;5;150;98;2011;E;904;2245000;
Villa;5672;7;240;169;1568;F;2320;775000;
Villa;8961;3;96;49;1234;E;861;545000;
Villa;6950;5;166;33;1760;D;990;1298000;
Villa;9260;4;155;58;1743;D;1201;1495000;
Villa;5800;6;170;104;2262;C;358;2295000;
Rækkehus;9340;4;110;90;1206;E;405;598000;
Villa;8870;5;137;58;2399;D;854;1495000;
Rækkehus;9210;4;112;56;1907;B;123;2095000;
Villa;6710;5;153;13;2873;B;1649;5498000;
Villa;8464;4;120;77;2264;D;725;2295000;
Villa;8850;2;71;54;1420;F;579;675000;
Villa;9900;5;156;47;1716;E;1153;795000;
Villa;2860;5;176;61;3854;C;700;5995000;
Villa;6200;5;148;34;2011;C;794;2098000;
Villa;5500;5;143;57;2241;D;1770;2295000;
Villa;8920;4;136;106;1817;D;313;1298000;
Villa;9700;4;152;68;1888;D;872;1550000;
Villa;6800;4;90;108;1920;D;239;1548000;
Villa;9690;4;140;47;1205;E;1050;675000;
Villa;9000;10;286;114;5887;C;778;7575000;
Ejerlejlighed;8700;3;85;95;1716;C;381;2175000;
Villa;9740;2;118;93;1146;E;655;695000;
Villa;7200;5;144;66;1689;E;831;1325000;
Villa;6580;5;209;103;3478;F;14010;1595000;
Villa;4591;5;184;16;2432;C;1282;1590000;
Villa;9881;4;139;58;1337;C;706;745000;
Villa;7120;4;83;121;4281;F;935;2195000;
Villa;4230;2;75;87;1763;E;519;795000;
Villa;7790;6;190;145;1760;D;16492;1675000;
Villa;5492;3;91;65;1398;F;1440;795000;
Villa;6800;5;160;71;1621;F;2123;1385000;
Villa;9900;4;99;125;1777;C;399;798000;
Villa;7130;5;139;83;1446;C;1195;1695000;
Villa;8983;5;180;17;1287;C;1000;795000;
Villa;9280;4;120;34;2223;C;1006;2198000;
Villa;7600;6;192;15;1596;A10;1050;1695000;
Villa;9800;6;152;110;2034;F;463;1395000;
Villa;9320;5;175;11;2170;A10;1045;2298000;
Villa;9900;6;106;99;1650;C;674;1395000;
Villa;9352;6;144;44;1543;D;1176;798000;
Villa;9700;4;154;50;2299;C;1097;1895000;
Villa;9800;5;144;35;2170;D;1159;2298000;
Villa;6000;4;101;91;2150;D;518;1795000;
Villa;7150;6;180;111;1679;E;1380;1395000;
Villa;8920;5;157;48;2796;B;800;1975000;
Villa;8800;6;173;57;2663;D;1349;1995000;
Villa;2820;5;141;62;6433;D;1152;7995000;
Villa;7800;4;144;52;1685;D;1824;1395000;
Rækkehus;5400;3;80;244;1023;E;100;825000;
Villa;6000;5;162;51;2633;D;840;2195000;
Villa;2650;5;164;60;4796;C;659;7995000;
Villa;4690;4;148;121;2320;C;832;1995000;
Villa;6372;8;231;59;1788;E;15103;1410000;
Villa;8544;4;130;121;1038;E;767;845000;
Villa;6200;6;196;39;2687;C;1253;2375000;
Villa;9210;4;157;71;2418;D;912;2195000;
Ejerlejlighed;2500;2;54;89;2294;E;1509;2395000;
Villa;5620;8;216;52;2374;C;808;2200000;
Villa;6852;5;192;14;1729;B;805;2198000;
Villa;5240;5;135;49;1721;D;2094;2395000;
Villa;4220;6;144;46;2428;C;735;2295000;
Villa;2830;5;183;5;5515;A10;823;8995000;
Villa;4623;6;190;216;2988;D;1016;2995000;
Villa;5260;4;141;60;2711;E;710;2398000;
Villa;7100;5;157;112;3118;E;42420;2395000;
Villa;4243;5;126;79;1949;C;4459;1498000;
Villa;9240;6;151;33;2548;C;800;2395000;
Villa;7000;4;120;41;1983;C;1079;1550000;
Villa;8700;6;157;49;2336;D;810;2565000;
Villa;9230;7;234;49;2504;C;920;2395000;
Rækkehus;8320;5;129;13;2209;B;185;3095000;
Villa;7000;5;149;167;2696;F;1360;1575000;
Villa;7100;4;130;59;3091;D;788;3195000;
Villa;7570;7;226;54;1942;D;1598;1150000;
Villa;2720;5;142;89;7783;C;494;11950000;
Villa;2630;6;139;121;2609;C;414;2795000;
Villa;5250;5;134;45;2364;C;711;2399000;
Villa;4270;7;220;194;2430;E;1520;1195000;
Villa;4470;6;109;91;1425;G;668;450000;
Villa;3700;5;148;44;2462;D;912;2495000;
Villa;5580;5;177;111;1827;C;1900;1595000;
Villa;4690;5;140;90;2364;E;743;2545000;
Villa;8550;4;120;48;1960;D;1025;1248000;
Rækkehus;9000;4;98;35;2154;B;163;2795000;
Villa;6720;6;192;153;2174;B;338;2748000;
Villa;7330;6;202;13;2512;B;1059;3195000;
Villalejlighed;2640;8;187;93;2423;C;1109;2995000;
Villa;5970;6;191;152;2463;G;23416;2750000;
Villa;5462;4;117;68;1233;D;1000;1295000;
Villa;5620;6;162;21;1985;C;8800;2995000;
Villa;6000;3;93;78;2163;D;671;1645000;
Rækkehus;2630;4;98;55;3218;C;244;3299000;
Villa;2640;5;150;59;2557;E;755;2995000;
Villa;4720;7;267;195;4435;F;3238;2795000;
Villa;9800;5;215;121;2561;E;10725;3495000;
Villa;8620;5;121;34;1706;C;540;1645000;
Villa;7430;5;193;59;1606;E;771;1395000;
Villa;6760;3;90;88;2609;D;95;2995000;
Villa;8320;4;187;101;2842;D;687;3898000;
Villa;6093;5;162;90;1720;E;667;1495000;
Villa;8900;4;155;141;2304;E;674;1650000;
Villa;8471;6;290;65;2852;D;4898;3098000;
Villa;4040;6;188;59;4004;C;1201;3945000;
Villa;6000;2;87;121;1923;C;71;1495000;
Villa;5882;6;199;171;1995;E;1181;1675000;
Villa;3400;4;99;61;3359;E;735;3150000;
Villa;6000;5;225;50;3591;C;918;4095000;
Villa;8990;5;162;86;1855;D;1335;1495000;
Villa;6705;4;120;51;2024;D;710;1698000;
Villa;6000;5;142;4;3637;A15;940;3175000;
Villa;2610;5;136;48;4590;D;730;4695000;
Villa;8722;6;194;66;1799;B;1231;1495000;
Villa;6640;8;224;96;2784;C;1323;3295000;
Villa;2860;5;104;117;4501;C;724;5995000;
Villa;4684;4;119;54;2118;C;735;1495000;
Villa;6705;5;167;49;2171;E;898;1725000;
Villa;2920;7;152;63;8200;D;601;11995000;
Villa;8920;5;151;36;2835;C;788;3395000;
Villa;7080;4;115;49;2119;C;952;1495000;
Villa;2500;6;167;108;6313;C;527;12250000;
Villa;4200;5;191;109;2557;D;592;3398000;
Villa;2820;5;168;10;8856;B;934;12995000;
Villa;9440;8;332;72;4853;F;28000;3495000;
Villa;8410;5;128;70;1791;C;900;1498000;
Villa;9800;4;150;87;2005;C;780;1750000;
Villa;5471;5;200;94;1453;E;637;1545000;
Villa;2100;7;307;102;9347;C;788;21995000;
Villa;7500;5;165;46;1971;D;1066;1795000;
Villa;9240;6;152;19;2094;C;991;3595000;
Villa;2930;10;204;163;13970;F;1511;23500000;
Villa;8930;4;120;56;2352;D;800;1795000;
Villa;9750;3;107;146;1371;E;10815;398000;
Villa;8500;7;260;40;2742;C;4847;1595000;
Villa;7500;4;116;101;1635;D;540;1595000;
Rækkehus;5210;4;113;52;2067;D;618;1845000;
Villa;8990;7;222;7;2717;A10;3440;3795000;
Villa;7673;8;123;68;975;E;1020;495000;
Villa;2765;4;107;51;4203;D;861;3995000;
Villa;9370;3;183;24;2767;D;1133;2595000;
Villa;6980;9;397;191;2769;E;4120;545000;
Villa;9270;5;188;12;2993;B;740;3995000;
Villa;4300;4;121;156;1967;D;264;2595000;
Villa;6064;5;154;21;1746;C;887;1695000;
Villa;3100;4;120;42;3424;D;979;2650000;
Villa;6430;5;147;60;1502;D;731;595000;
Villa;9800;6;151;87;2918;D;983;2775000;
Villa;6753;4;120;1;2436;A20;401;1750000;
Villa;5900;6;140;79;763;G;744;635000;
Villa;7100;7;209;23;3194;C;881;2795000;
Villa;4070;5;135;50;2699;D;867;2895000;
Villa;9460;5;146;48;1380;C;773;798000;
Villa;6700;6;166;111;1838;D;342;2898000;
Villa;9490;4;117;16;1659;A10;701;1795000;
Villa;5610;5;143;171;1041;C;708;820000;
Villa;5464;3;108;62;1276;E;956;595000;
Villa;9881;8;340;95;1731;D;2440;1795000;
Villa;7500;4;115;78;2218;D;447;3245000;
Villa;9900;5;162;43;2136;D;1164;1795000;
Villa;5485;3;85;67;1529;F;751;895000;
Villa;9620;3;72;72;1209;D;516;695000;
Villa;8700;6;201;13;3413;A10;1353;3595000;
Villa;7500;4;139;55;2189;C;717;1875000;
Villa;4863;4;128;84;1183;E;707;995000;
Villa;9530;3;88;83;1663;G;1075;698000;
Villa;2680;4;124;64;3123;D;822;3695000;
Villa;6200;3;79;58;1536;G;723;995000;
Villa;8800;7;183;91;2185;C;578;1895000;
Villa;7080;4;97;59;1701;C;474;1895000;
Villa;5260;5;118;104;1847;C;629;1895000;
Villa;8550;5;154;69;1593;E;926;998000;
Villa;9490;3;98;104;1482;D;498;795000;
Villa;3070;4;151;41;4391;D;681;3699000;
Villa;8410;7;194;51;1981;C;961;1899000;
Villa;5560;3;125;53;1550;D;9918;850000;
Villa;6360;7;270;281;2841;C;3039;1995000;
Villa;4572;5;304;51;2699;D;1481;1995000;
Villa;9620;4;116;51;1201;E;848;895000;
Villa;8210;5;142;52;3209;D;810;3798000;
Rækkehus;5610;7;205;121;1889;F;382;1995000;
Villa;6100;5;161;82;1565;F;1017;895000;
Villa;4990;5;164;104;1900;D;864;1099000;
Rækkehus;9210;4;117;34;2600;B;182;1995000;
Villa;8600;4;186;53;3236;D;1025;3895000;
Rækkehus;7330;5;110;100;1310;E;676;995000;
Villa;8981;6;191;14;2196;B;985;2095000;
Villa;5560;4;142;58;1841;E;788;1095000;
Villa;5270;5;156;53;2298;D;800;2195000;
Rækkehus;9210;4;96;56;2862;C;123;2095000;
Villa;8600;5;210;52;3752;E;1153;3995000;
Villa;5492;6;237;56;2127;D;1504;2150000;
Villa;5370;7;167;114;1903;F;6627;1095000;
Villa;5881;6;202;39;2154;C;701;2195000;
Villa;4660;6;306;94;3668;C;2819;3395000;
Rækkehus;9260;4;115;0;2611;A20;381;2195000;
Villa;3100;5;166;51;4247;C;860;3485000;
